COD_URB,ISO_A3,NAM_1,COD_1,NAM_URB,NAM_0
10805,CHN,Jilin Sheng,CHN017,Yanji,China
10812,IND,Jharkhand,IND016,Kodarma,India
10813,CHN,Anhui Sheng,CHN001,Anqing,China
10814,IND,Jharkhand,IND016,Hazaribagh,India
10816,IND,Bihar,IND005,Begusarai,India
10826,IND,Bihar,IND005,Birpur,India
10831,CHN,Jiangxi Sheng,CHN016,Nanchang,China
10832,IND,Jharkhand,IND016,Ranchi,India
10834,IND,Andhra Pradesh,IND002,Vizianagaram,India
10835,CHN,Guangdong Sheng,CHN006,Zhaoqing,China
10840,IND,Odisha,IND026,Rourkela,India
10849,CHN,Guangdong Sheng,CHN006,Sihui,China
10851,CHN,Guangdong Sheng,CHN006,Yangjiang,China
10859,CHN,Guangdong Sheng,CHN006,Shaoguan,China
10863,CHN,Guangdong Sheng,CHN006,Qingyuan,China
10864,IND,Bihar,IND005,Supaul,India
10875,CHN,Anhui Sheng,CHN001,Chizhou,China
10879,CHN,Jiangsu Sheng,CHN015,Jianhu,China
10880,IND,Bihar,IND005,Saharsa,India
10887,CHN,Jiangsu Sheng,CHN015,Nanjing,China
10891,CHN,Guangdong Sheng,CHN006,Oucun,China
10892,IND,Bihar,IND005,Khagaria,India
10898,IND,Bihar,IND005,Simri Bakhtiarpur,India
10903,CHN,Guangdong Sheng,CHN006,Enping,China
10904,IND,Bihar,IND005,Munger,India
10909,CHN,Anhui Sheng,CHN001,Tongling,China
10912,IND,Bihar,IND005,Madhepura,India
10915,CHN,Anhui Sheng,CHN001,Ma'anshan,China
10921,CHN,Guangdong Sheng,CHN006,Gaoming,China
10925,CHN,Jiangsu Sheng,CHN015,Gaoyou,China
10926,IND,Bihar,IND005,Maheshkhunt,India
10927,CHN,Anhui Sheng,CHN001,Wuhu,China
10933,CHN,Guangdong Sheng,CHN006,Guangzhou,China
10937,CHN,Guangdong Sheng,CHN006,Huadu,China
10941,CHN,Jiangsu Sheng,CHN015,Yancheng,China
10949,CHN,Guangdong Sheng,CHN006,Kaiping,China
10954,IND,Jharkhand,IND016,Giridih,India
10970,IND,Jharkhand,IND016,Bokaro,India
10973,CHN,Jiangsu Sheng,CHN015,Yangzhou,China
10976,IND,Bihar,IND005,Bihpur,India
10979,CHN,Jiangsu Sheng,CHN015,Xinghua,China
10995,CHN,Jiangxi Sheng,CHN016,Nankang,China
10998,IND,Jharkhand,IND016,Dhanbad,India
11000,IND,Bihar,IND005,Amarpur,India
11003,CHN,Jiangxi Sheng,CHN016,Ganzhou,China
11008,IND,Bihar,IND005,Bhagalpur,India
11011,CHN,Jiangxi Sheng,CHN016,Jingdezhen,China
11012,IND,Jharkhand,IND016,Deoghar,India
11015,CHN,Jiangsu Sheng,CHN015,Zhenjiang,China
11016,IND,Bihar,IND005,Araria,India
11018,IND,Odisha,IND026,Brahmapur,India
11019,CHN,Jiangxi Sheng,CHN016,Fuzhou,China
11026,IND,Bihar,IND005,Kotwali,India
11032,IND,Jharkhand,IND016,Jamshedpur,India
11035,CHN,Jiangxi Sheng,CHN016,Leping,China
11037,CHN,Jiangsu Sheng,CHN015,Taizhou,China
11040,IND,West Bengal,IND036,Purulia,India
11044,IND,Bihar,IND005,Purnia,India
11056,IND,West Bengal,IND036,Darjeeling,India
11057,CHN,Jiangsu Sheng,CHN015,Danyang City,China
11061,CHN,Anhui Sheng,CHN001,Xuancheng,China
11067,CHN,Jiangsu Sheng,CHN015,Dongtai,China
11078,IND,Bihar,IND005,Katihar,India
11079,CHN,Guangdong Sheng,CHN006,Zhuhai [Macau],China
11080,IND,West Bengal,IND036,Asansol,India
11091,CHN,Jiangsu Sheng,CHN015,Jincheng Town,China
11101,CHN,Jiangsu Sheng,CHN015,Taixing,China
11105,CHN,Jiangsu Sheng,CHN015,Liyang,China
11106,IND,Sikkim,IND030,Gangtok,India
11110,IND,West Bengal,IND036,Siliguri,India
11113,CHN,Jiangsu Sheng,CHN015,Changzhou,China
11118,IND,Odisha,IND026,Cuttack,India
11122,IND,Odisha,IND026,Bhubaneshwar,India
11135,CHN,Anhui Sheng,CHN001,Huangshan,China
11137,CHN,Anhui Sheng,CHN001,Ningguo,China
11140,IND,West Bengal,IND036,Bankura,India
11142,IND,Jharkhand,IND016,Rajmahal,India
11148,IND,Odisha,IND026,Puri,India
11150,IND,West Bengal,IND036,Raiganj,India
11153,CHN,Jiangsu Sheng,CHN015,Jingjiang,China
11155,HKG,"Hong Kong SAR, China",HKG001,Tuen Mun,China
11157,CHN,Jiangsu Sheng,CHN015,Jiangyin,China
11158,IND,West Bengal,IND036,Manikchak,India
11159,CHN,Guangdong Sheng,CHN006,Heyuan,China
11165,CHN,Guangdong Sheng,CHN006,Shenglicun,China
11169,CHN,Jiangsu Sheng,CHN015,Yixing,China
11172,IND,West Bengal,IND036,Jalpaiguri,India
11173,CHN,Guangdong Sheng,CHN006,Huizhou,China
11174,IND,West Bengal,IND036,Uttar Chandipur,India
11180,IND,West Bengal,IND036,Siuri,India
11181,HKG,"Hong Kong SAR, China",HKG001,Fanling,China
11184,IND,West Bengal,IND036,Dhulian,India
11195,CHN,Jiangsu Sheng,CHN015,Zhangjiagang,China
11197,HKG,"Hong Kong SAR, China",HKG001,Tai Po,China
11202,IND,Odisha,IND026,Bhadrak,India
11207,CHN,Guangdong Sheng,CHN006,Huiyang,China
11209,HKG,"Hong Kong SAR, China",HKG001,Sha Tin,China
11211,CHN,Jiangxi Sheng,CHN016,Shangrao,China
11225,CHN,Jiangsu Sheng,CHN015,Nantong,China
11227,CHN,Zhejiang Sheng,CHN031,Changxing,China
11229,CHN,Guangdong Sheng,CHN006,Huidong,China
11245,CHN,Jiangxi Sheng,CHN016,Yangkou,China
11251,CHN,Jiangsu Sheng,CHN015,Changshu,China
11259,CHN,Zhejiang Sheng,CHN031,Huzhou,China
11262,IND,West Bengal,IND036,Kharagpur,India
11273,CHN,Guangdong Sheng,CHN006,Xingning,China
11279,CHN,Zhejiang Sheng,CHN031,Quzhou,China
11280,IND,West Bengal,IND036,Berhampore,India
11290,IND,West Bengal,IND036,Balurghat,India
11294,IND,West Bengal,IND036,Beldanga,India
11295,CHN,Jiangsu Sheng,CHN015,Haimen,China
11302,IND,West Bengal,IND036,Tamluk,India
11310,IND,West Bengal,IND036,Cooch Behar,India
11311,CHN,Zhejiang Sheng,CHN031,Hangzhou,China
11317,CHN,Guangdong Sheng,CHN006,Meizhou,China
11321,CHN,Guangdong Sheng,CHN006,Haifeng,China
11333,CHN,Zhejiang Sheng,CHN031,Fuyang,China
11335,CHN,Zhejiang Sheng,CHN031,Wangjiangjing,China
11343,CHN,Guangdong Sheng,CHN006,Shanwei,China
11345,CHN,Shanghai Shi,CHN024,Shanghai,China
11346,IND,West Bengal,IND036,Debandi,India
11349,CHN,Jiangsu Sheng,CHN015,Lili,China
11352,IND,West Bengal,IND036,Kolkata,India
11353,CHN,Zhejiang Sheng,CHN031,Lanxi,China
11361,CHN,Zhejiang Sheng,CHN031,Tongxiang,China
11365,CHN,Zhejiang Sheng,CHN031,Jiaxing,China
11366,IND,West Bengal,IND036,Mahishadal,India
11373,CHN,Guangdong Sheng,CHN006,Lufeng,China
11374,IND,West Bengal,IND036,Krishnanagar,India
11377,CHN,Jiangsu Sheng,CHN015,Qidong,China
11379,CHN,Zhejiang Sheng,CHN031,Jinhua,China
11387,CHN,Zhejiang Sheng,CHN031,Jiashan,China
11397,CHN,Fujian Sheng,CHN004,Longyan,China
11402,IND,Assam,IND004,Dhubri,India
11403,CHN,Guangdong Sheng,CHN006,Jinhe,China
11407,CHN,Guangdong Sheng,CHN006,Shantou,China
11409,CHN,Zhejiang Sheng,CHN031,Zhuji,China
11410,IND,West Bengal,IND036,Habra,India
11416,IND,West Bengal,IND036,Bazarati,India
11417,CHN,Zhejiang Sheng,CHN031,Pinghu,China
11420,IND,West Bengal,IND036,Jaynagar Majilpur,India
11430,IND,West Bengal,IND036,Baduria,India
11439,CHN,Zhejiang Sheng,CHN031,Yiwu,China
11442,IND,West Bengal,IND036,Minakhan,India
11444,IND,West Bengal,IND036,Canning,India
11448,IND,West Bengal,IND036,Basirhat,India
11469,CHN,Zhejiang Sheng,CHN031,Dongyang,China
11473,CHN,Shanghai Shi,CHN024,Jinshan,China
11481,CHN,Guangdong Sheng,CHN006,Huilai,China
11485,CHN,Zhejiang Sheng,CHN031,Shangyu District,China
11487,CHN,Zhejiang Sheng,CHN031,Yongkang,China
11489,CHN,Zhejiang Sheng,CHN031,Cixi,China
11500,IND,Assam,IND004,Guwahati,India
11507,CHN,Guangdong Sheng,CHN006,Chenghai,China
11508,IND,Meghalaya,IND023,Shillong,India
11511,CHN,Zhejiang Sheng,CHN031,Lishui,China
11514,IND,Assam,IND004,Moirabari,India
11517,CHN,Zhejiang Sheng,CHN031,Yuyao,China
11518,IND,Tripura,IND033,Agartala,India
11519,CHN,Guangdong Sheng,CHN006,Raoping,China
11520,IND,Assam,IND004,Tezpur,India
11524,IND,Assam,IND004,Nagaon,India
11531,CHN,Zhejiang Sheng,CHN031,Shengzhou,China
11537,CHN,Fujian Sheng,CHN004,Zhangzhou,China
11540,IND,Assam,IND004,Zakiganj,India
11556,IND,Assam,IND004,Silchar,India
11563,CHN,Zhejiang Sheng,CHN031,Ningbo,China
11571,CHN,Fujian Sheng,CHN004,Guankou,China
11578,IND,Nagaland,IND025,Dimapur,India
11580,IND,Mizoram,IND024,Aizawl,India
11585,CHN,Fujian Sheng,CHN004,Tong'an,China
11589,CHN,Fujian Sheng,CHN004,Fu'an,China
11593,CHN,Fujian Sheng,CHN004,Xiamen City,China
11599,CHN,Fujian Sheng,CHN004,Xianyou,China
11608,IND,Manipur,IND022,Imphal,India
11615,CHN,Zhejiang Sheng,CHN031,Beilun District,China
11617,CHN,Fujian Sheng,CHN004,Ningde,China
11621,CHN,Fujian Sheng,CHN004,Fuzhou,China
11625,CHN,Zhejiang Sheng,CHN031,Ninghai County,China
11628,IND,Andaman and Nicobar Islands,IND001,Port Blair,India
11629,CHN,Zhejiang Sheng,CHN031,Linhai,China
11630,CHN,Zhejiang Sheng,CHN031,Wenzhou,China
11635,CHN,Zhejiang Sheng,CHN031,Dinghai District,China
11636,CHN,Fujian Sheng,CHN004,Putian,China
11637,CHN,Fujian Sheng,CHN004,Jieshan,China
11642,CHN,Fujian Sheng,CHN004,Hui'an,China
11644,CHN,Zhejiang Sheng,CHN031,Cangnan,China
11648,CHN,Zhejiang Sheng,CHN031,Huangyan District,China
11651,CHN,Zhejiang Sheng,CHN031,Longgang,China
11653,CHN,Zhejiang Sheng,CHN031,Yueqing,China
11655,CHN,Fujian Sheng,CHN004,Changle,China
11660,CHN,Fujian Sheng,CHN004,Fuqing,China
11665,CHN,Zhejiang Sheng,CHN031,Taizhou,China
11676,CHN,Zhejiang Sheng,CHN031,Wenling,China
11682,CHN,Zhejiang Sheng,CHN031,Yuhuan,China
